id size photo_width photo_height density dmin_factor seed_positions size source seed_photos
399 32 250 187 0.600000 0.500000 10 32 data/poster_55_0.json 9
400 32 250 187 0.600000 0.500000 10 32 data/poster_55_0.json 10
401 48 250 187 0.400000 0.500000 1 48 data/poster_55_0.json 1
402 48 250 187 0.400000 0.500000 1 48 data/poster_55_0.json 2
403 48 250 187 0.400000 0.500000 1 48 data/poster_55_0.json 3
404 48 250 187 0.400000 0.500000 1 48 data/poster_55_0.json 4
405 48 250 187 0.400000 0.500000 1 48 data/poster_55_0.json 5
406 48 250 187 0.400000 0.500000 1 48 data/poster_55_0.json 6
407 48 250 187 0.400000 0.500000 1 48 data/poster_55_0.json 7
408 48 250 187 0.400000 0.500000 1 48 data/poster_55_0.json 8
409 48 250 187 0.400000 0.500000 1 48 data/poster_55_0.json 9
410 48 250 187 0.400000 0.500000 1 48 data/poster_55_0.json 10
411 48 250 187 0.400000 0.500000 2 48 data/poster_55_0.json 1
412 48 250 187 0.400000 0.500000 2 48 data/poster_55_0.json 2
413 48 250 187 0.400000 0.500000 2 48 data/poster_55_0.json 3
414 48 250 187 0.400000 0.500000 2 48 data/poster_55_0.json 4
415 48 250 187 0.400000 0.500000 2 48 data/poster_55_0.json 5
416 48 250 187 0.400000 0.500000 2 48 data/poster_55_0.json 6
417 48 250 187 0.400000 0.500000 2 48 data/poster_55_0.json 7
418 48 250 187 0.400000 0.500000 2 48 data/poster_55_0.json 8
419 48 250 187 0.400000 0.500000 2 48 data/poster_55_0.json 9
420 48 250 187 0.400000 0.500000 2 48 data/poster_55_0.json 10
421 48 250 187 0.400000 0.500000 3 48 data/poster_55_0.json 1
422 48 250 187 0.400000 0.500000 3 48 data/poster_55_0.json 2
423 48 250 187 0.400000 0.500000 3 48 data/poster_55_0.json 3
424 48 250 187 0.400000 0.500000 3 48 data/poster_55_0.json 4
425 48 250 187 0.400000 0.500000 3 48 data/poster_55_0.json 5
426 48 250 187 0.400000 0.500000 3 48 data/poster_55_0.json 6
427 48 250 187 0.400000 0.500000 3 48 data/poster_55_0.json 7
428 48 250 187 0.400000 0.500000 3 48 data/poster_55_0.json 8
429 48 250 187 0.400000 0.500000 3 48 data/poster_55_0.json 9
430 48 250 187 0.400000 0.500000 3 48 data/poster_55_0.json 10
431 48 250 187 0.400000 0.500000 4 48 data/poster_55_0.json 1
432 48 250 187 0.400000 0.500000 4 48 data/poster_55_0.json 2
433 48 250 187 0.400000 0.500000 4 48 data/poster_55_0.json 3
434 48 250 187 0.400000 0.500000 4 48 data/poster_55_0.json 4
435 48 250 187 0.400000 0.500000 4 48 data/poster_55_0.json 5
436 48 250 187 0.400000 0.500000 4 48 data/poster_55_0.json 6
437 48 250 187 0.400000 0.500000 4 48 data/poster_55_0.json 7
438 48 250 187 0.400000 0.500000 4 48 data/poster_55_0.json 8
439 48 250 187 0.400000 0.500000 4 48 data/poster_55_0.json 9
440 48 250 187 0.400000 0.500000 4 48 data/poster_55_0.json 10
441 48 250 187 0.400000 0.500000 5 48 data/poster_55_0.json 1
442 48 250 187 0.400000 0.500000 5 48 data/poster_55_0.json 2
443 48 250 187 0.400000 0.500000 5 48 data/poster_55_0.json 3
444 48 250 187 0.400000 0.500000 5 48 data/poster_55_0.json 4
445 48 250 187 0.400000 0.500000 5 48 data/poster_55_0.json 5
446 48 250 187 0.400000 0.500000 5 48 data/poster_55_0.json 6
447 48 250 187 0.400000 0.500000 5 48 data/poster_55_0.json 7
448 48 250 187 0.400000 0.500000 5 48 data/poster_55_0.json 8
449 48 250 187 0.400000 0.500000 5 48 data/poster_55_0.json 9
450 48 250 187 0.400000 0.500000 5 48 data/poster_55_0.json 10
451 48 250 187 0.400000 0.500000 6 48 data/poster_55_0.json 1
452 48 250 187 0.400000 0.500000 6 48 data/poster_55_0.json 2
453 48 250 187 0.400000 0.500000 6 48 data/poster_55_0.json 3
454 48 250 187 0.400000 0.500000 6 48 data/poster_55_0.json 4
455 48 250 187 0.400000 0.500000 6 48 data/poster_55_0.json 5
456 48 250 187 0.400000 0.500000 6 48 data/poster_55_0.json 6
457 48 250 187 0.400000 0.500000 6 48 data/poster_55_0.json 7
458 48 250 187 0.400000 0.500000 6 48 data/poster_55_0.json 8
459 48 250 187 0.400000 0.500000 6 48 data/poster_55_0.json 9
460 48 250 187 0.400000 0.500000 6 48 data/poster_55_0.json 10
461 48 250 187 0.400000 0.500000 7 48 data/poster_55_0.json 1
462 48 250 187 0.400000 0.500000 7 48 data/poster_55_0.json 2
463 48 250 187 0.400000 0.500000 7 48 data/poster_55_0.json 3
464 48 250 187 0.400000 0.500000 7 48 data/poster_55_0.json 4
465 48 250 187 0.400000 0.500000 7 48 data/poster_55_0.json 5
466 48 250 187 0.400000 0.500000 7 48 data/poster_55_0.json 6
467 48 250 187 0.400000 0.500000 7 48 data/poster_55_0.json 7
468 48 250 187 0.400000 0.500000 7 48 data/poster_55_0.json 8
469 48 250 187 0.400000 0.500000 7 48 data/poster_55_0.json 9
470 48 250 187 0.400000 0.500000 7 48 data/poster_55_0.json 10
471 48 250 187 0.400000 0.500000 8 48 data/poster_55_0.json 1
472 48 250 187 0.400000 0.500000 8 48 data/poster_55_0.json 2
473 48 250 187 0.400000 0.500000 8 48 data/poster_55_0.json 3
474 48 250 187 0.400000 0.500000 8 48 data/poster_55_0.json 4
475 48 250 187 0.400000 0.500000 8 48 data/poster_55_0.json 5
476 48 250 187 0.400000 0.500000 8 48 data/poster_55_0.json 6
477 48 250 187 0.400000 0.500000 8 48 data/poster_55_0.json 7
478 48 250 187 0.400000 0.500000 8 48 data/poster_55_0.json 8
479 48 250 187 0.400000 0.500000 8 48 data/poster_55_0.json 9
480 48 250 187 0.400000 0.500000 8 48 data/poster_55_0.json 10
481 48 250 187 0.400000 0.500000 9 48 data/poster_55_0.json 1
482 48 250 187 0.400000 0.500000 9 48 data/poster_55_0.json 2
483 48 250 187 0.400000 0.500000 9 48 data/poster_55_0.json 3
484 48 250 187 0.400000 0.500000 9 48 data/poster_55_0.json 4
485 48 250 187 0.400000 0.500000 9 48 data/poster_55_0.json 5
486 48 250 187 0.400000 0.500000 9 48 data/poster_55_0.json 6
487 48 250 187 0.400000 0.500000 9 48 data/poster_55_0.json 7
488 48 250 187 0.400000 0.500000 9 48 data/poster_55_0.json 8
489 48 250 187 0.400000 0.500000 9 48 data/poster_55_0.json 9
490 48 250 187 0.400000 0.500000 9 48 data/poster_55_0.json 10
491 48 250 187 0.400000 0.500000 10 48 data/poster_55_0.json 1
492 48 250 187 0.400000 0.500000 10 48 data/poster_55_0.json 2
493 48 250 187 0.400000 0.500000 10 48 data/poster_55_0.json 3
494 48 250 187 0.400000 0.500000 10 48 data/poster_55_0.json 4
495 48 250 187 0.400000 0.500000 10 48 data/poster_55_0.json 5
496 48 250 187 0.400000 0.500000 10 48 data/poster_55_0.json 6
497 48 250 187 0.400000 0.500000 10 48 data/poster_55_0.json 7
498 48 250 187 0.400000 0.500000 10 48 data/poster_55_0.json 8
499 48 250 187 0.400000 0.500000 10 48 data/poster_55_0.json 9
500 48 250 187 0.400000 0.500000 10 48 data/poster_55_0.json 10
501 48 250 187 0.600000 0.500000 1 48 data/poster_55_0.json 1
502 48 250 187 0.600000 0.500000 1 48 data/poster_55_0.json 2
503 48 250 187 0.600000 0.500000 1 48 data/poster_55_0.json 3
504 48 250 187 0.600000 0.500000 1 48 data/poster_55_0.json 4
505 48 250 187 0.600000 0.500000 1 48 data/poster_55_0.json 5
506 48 250 187 0.600000 0.500000 1 48 data/poster_55_0.json 6
507 48 250 187 0.600000 0.500000 1 48 data/poster_55_0.json 7
508 48 250 187 0.600000 0.500000 1 48 data/poster_55_0.json 8
509 48 250 187 0.600000 0.500000 1 48 data/poster_55_0.json 9
510 48 250 187 0.600000 0.500000 1 48 data/poster_55_0.json 10
511 48 250 187 0.600000 0.500000 2 48 data/poster_55_0.json 1
512 48 250 187 0.600000 0.500000 2 48 data/poster_55_0.json 2
513 48 250 187 0.600000 0.500000 2 48 data/poster_55_0.json 3
514 48 250 187 0.600000 0.500000 2 48 data/poster_55_0.json 4
515 48 250 187 0.600000 0.500000 2 48 data/poster_55_0.json 5
516 48 250 187 0.600000 0.500000 2 48 data/poster_55_0.json 6
517 48 250 187 0.600000 0.500000 2 48 data/poster_55_0.json 7
518 48 250 187 0.600000 0.500000 2 48 data/poster_55_0.json 8
519 48 250 187 0.600000 0.500000 2 48 data/poster_55_0.json 9
520 48 250 187 0.600000 0.500000 2 48 data/poster_55_0.json 10
521 48 250 187 0.600000 0.500000 3 48 data/poster_55_0.json 1
522 48 250 187 0.600000 0.500000 3 48 data/poster_55_0.json 2
523 48 250 187 0.600000 0.500000 3 48 data/poster_55_0.json 3
524 48 250 187 0.600000 0.500000 3 48 data/poster_55_0.json 4
525 48 250 187 0.600000 0.500000 3 48 data/poster_55_0.json 5
526 48 250 187 0.600000 0.500000 3 48 data/poster_55_0.json 6
527 48 250 187 0.600000 0.500000 3 48 data/poster_55_0.json 7
528 48 250 187 0.600000 0.500000 3 48 data/poster_55_0.json 8
529 48 250 187 0.600000 0.500000 3 48 data/poster_55_0.json 9
530 48 250 187 0.600000 0.500000 3 48 data/poster_55_0.json 10
531 48 250 187 0.600000 0.500000 4 48 data/poster_55_0.json 1
532 48 250 187 0.600000 0.500000 4 48 data/poster_55_0.json 2
533 48 250 187 0.600000 0.500000 4 48 data/poster_55_0.json 3
534 48 250 187 0.600000 0.500000 4 48 data/poster_55_0.json 4
535 48 250 187 0.600000 0.500000 4 48 data/poster_55_0.json 5
536 48 250 187 0.600000 0.500000 4 48 data/poster_55_0.json 6
537 48 250 187 0.600000 0.500000 4 48 data/poster_55_0.json 7
538 48 250 187 0.600000 0.500000 4 48 data/poster_55_0.json 8
539 48 250 187 0.600000 0.500000 4 48 data/poster_55_0.json 9
540 48 250 187 0.600000 0.500000 4 48 data/poster_55_0.json 10
541 48 250 187 0.600000 0.500000 5 48 data/poster_55_0.json 1
542 48 250 187 0.600000 0.500000 5 48 data/poster_55_0.json 2
543 48 250 187 0.600000 0.500000 5 48 data/poster_55_0.json 3
544 48 250 187 0.600000 0.500000 5 48 data/poster_55_0.json 4
545 48 250 187 0.600000 0.500000 5 48 data/poster_55_0.json 5
546 48 250 187 0.600000 0.500000 5 48 data/poster_55_0.json 6
547 48 250 187 0.600000 0.500000 5 48 data/poster_55_0.json 7
548 48 250 187 0.600000 0.500000 5 48 data/poster_55_0.json 8
549 48 250 187 0.600000 0.500000 5 48 data/poster_55_0.json 9
550 48 250 187 0.600000 0.500000 5 48 data/poster_55_0.json 10
551 48 250 187 0.600000 0.500000 6 48 data/poster_55_0.json 1
552 48 250 187 0.600000 0.500000 6 48 data/poster_55_0.json 2
553 48 250 187 0.600000 0.500000 6 48 data/poster_55_0.json 3
554 48 250 187 0.600000 0.500000 6 48 data/poster_55_0.json 4
555 48 250 187 0.600000 0.500000 6 48 data/poster_55_0.json 5
556 48 250 187 0.600000 0.500000 6 48 data/poster_55_0.json 6
557 48 250 187 0.600000 0.500000 6 48 data/poster_55_0.json 7
558 48 250 187 0.600000 0.500000 6 48 data/poster_55_0.json 8
559 48 250 187 0.600000 0.500000 6 48 data/poster_55_0.json 9
560 48 250 187 0.600000 0.500000 6 48 data/poster_55_0.json 10
561 48 250 187 0.600000 0.500000 7 48 data/poster_55_0.json 1
562 48 250 187 0.600000 0.500000 7 48 data/poster_55_0.json 2
563 48 250 187 0.600000 0.500000 7 48 data/poster_55_0.json 3
564 48 250 187 0.600000 0.500000 7 48 data/poster_55_0.json 4
565 48 250 187 0.600000 0.500000 7 48 data/poster_55_0.json 5
566 48 250 187 0.600000 0.500000 7 48 data/poster_55_0.json 6
567 48 250 187 0.600000 0.500000 7 48 data/poster_55_0.json 7
568 48 250 187 0.600000 0.500000 7 48 data/poster_55_0.json 8
569 48 250 187 0.600000 0.500000 7 48 data/poster_55_0.json 9
570 48 250 187 0.600000 0.500000 7 48 data/poster_55_0.json 10
571 48 250 187 0.600000 0.500000 8 48 data/poster_55_0.json 1
572 48 250 187 0.600000 0.500000 8 48 data/poster_55_0.json 2
573 48 250 187 0.600000 0.500000 8 48 data/poster_55_0.json 3
574 48 250 187 0.600000 0.500000 8 48 data/poster_55_0.json 4
575 48 250 187 0.600000 0.500000 8 48 data/poster_55_0.json 5
576 48 250 187 0.600000 0.500000 8 48 data/poster_55_0.json 6
577 48 250 187 0.600000 0.500000 8 48 data/poster_55_0.json 7
578 48 250 187 0.600000 0.500000 8 48 data/poster_55_0.json 8
579 48 250 187 0.600000 0.500000 8 48 data/poster_55_0.json 9
580 48 250 187 0.600000 0.500000 8 48 data/poster_55_0.json 10
581 48 250 187 0.600000 0.500000 9 48 data/poster_55_0.json 1
582 48 250 187 0.600000 0.500000 9 48 data/poster_55_0.json 2
583 48 250 187 0.600000 0.500000 9 48 data/poster_55_0.json 3
584 48 250 187 0.600000 0.500000 9 48 data/poster_55_0.json 4
585 48 250 187 0.600000 0.500000 9 48 data/poster_55_0.json 5
586 48 250 187 0.600000 0.500000 9 48 data/poster_55_0.json 6
587 48 250 187 0.600000 0.500000 9 48 data/poster_55_0.json 7
588 48 250 187 0.600000 0.500000 9 48 data/poster_55_0.json 8
589 48 250 187 0.600000 0.500000 9 48 data/poster_55_0.json 9
590 48 250 187 0.600000 0.500000 9 48 data/poster_55_0.json 10
591 48 250 187 0.600000 0.500000 10 48 data/poster_55_0.json 1
592 48 250 187 0.600000 0.500000 10 48 data/poster_55_0.json 2
593 48 250 187 0.600000 0.500000 10 48 data/poster_55_0.json 3
594 48 250 187 0.600000 0.500000 10 48 data/poster_55_0.json 4
595 48 250 187 0.600000 0.500000 10 48 data/poster_55_0.json 5
596 48 250 187 0.600000 0.500000 10 48 data/poster_55_0.json 6
597 48 250 187 0.600000 0.500000 10 48 data/poster_55_0.json 7
598 48 250 187 0.600000 0.500000 10 48 data/poster_55_0.json 8
599 48 250 187 0.600000 0.500000 10 48 data/poster_55_0.json 9
600 48 250 187 0.600000 0.500000 10 48 data/poster_55_0.json 10
